Municipality,Cluster,Benefit_Type,Rate_2023,Rate_2024,Rate_2025,Cumulative_Change_Pct,Trend,Z_Score
אבו גוש,3.0,זקנה,913.3333333333334,888.8888888888888,858.5572842998586,-5.997377631402351,↓ יורדת,-2.6346627249824386
אבו סנאן,3.0,זקנה,976.1467889908257,948.3204134366924,959.8689598689598,-1.6675595622964148,→ יציבה,0.1718728368720802
אבו תלול,,זקנה,1324.3243243243244,1205.128205128205,1227.2727272727273,-7.328385899814477,↓ יורדת,
אבטין,,זקנה,1086.4197530864196,1058.139534883721,1058.8235294117646,-2.540106951871653,→ יציבה,
אבן יהודה,8.0,זקנה,942.9783223374175,948.5294117647059,941.0706252811516,-0.2023055049173506,→ יציבה,0.7545629528121018
אבן שמואל,,זקנה,960.5263157894736,914.6341463414634,938.2716049382716,-2.3169288009470623,→ יציבה,
אבני חפץ,,זקנה,1063.8297872340424,892.8571428571429,935.4838709677418,-12.064516129032258,↓ יורדת,
אום אל-פחם,2.0,זקנה,963.9669421487604,944.840409048652,940.4342723004695,-2.441232040160491,→ יציבה,-0.14912143543469952
אום בטין,,זקנה,1424.2424242424242,1314.285714285714,1200.0,-15.74468085106383,↓ יורדת,
אופקים,3.0,זקנה,982.7586206896551,975.7997218358831,965.1754620948299,-1.7891635061401134,→ יציבה,0.31887353666611923
אור יהודה,6.0,זקנה,976.2415148267238,963.956269217629,960.7363962202672,-1.5882461840611866,→ יציבה,0.4692593699477867
אור עקיבא,5.0,זקנה,981.3110181311017,973.6154649947754,973.1008717310086,-0.8366507914819142,→ יציבה,0.8112383373788774
אורנית,8.0,זקנה,924.0759240759241,923.2209737827716,941.0714285714286,1.8391891891891794,→ יציבה,0.7546086348709126
אזור,7.0,זקנה,960.4208416833667,961.5571776155718,949.623352165725,-1.124245648263578,→ יציבה,0.08651769908234044
אחוזת ברק,,זקנה,917.1270718232045,931.578947368421,931.0344827586207,1.5164104694640597,→ יציבה,
אחיעזר,,זקנה,,962.9629629629629,915.8415841584159,,N/A,
אילת,6.0,זקנה,924.2361967392794,924.4432661717922,914.7885540643201,-1.0222108491628803,→ יציבה,-0.41023094416124023
אכסאל,3.0,זקנה,949.8289623717218,948.4425349087004,959.1419816138917,0.9804943427830795,→ יציבה,0.15173408865690724
אל סייד,,זקנה,1222.2222222222224,1086.95652173913,1068.9655172413793,,N/A,
אלון מורה,,זקנה,917.3553719008265,864.6616541353384,896.8253968253969,-2.2379522379522423,→ יציבה,
אלון שבות,,זקנה,920.9726443768998,920.3539823008849,864.406779661017,-6.141970129216311,↓ יורדת,
אליכין,6.0,זקנה,963.6752136752137,934.156378600823,950.3968253968253,-1.3778904022806622,→ יציבה,0.2713490445749884
אלעד,2.0,זקנה,993.2627526467758,979.31654676259,964.3449419568823,-2.9113958630619505,→ יציבה,0.21045512270715402
אלעזר,,זקנה,909.090909090909,860.0,816.9934640522875,-10.130718954248362,↓ יורדת,
אלפי מנשה,8.0,זקנה,953.7512846865365,936.7088607594936,942.6934097421204,-1.1594086552712124,→ יציבה,0.8468485652600988
אלקנה,7.0,זקנה,946.078431372549,946.7741935483871,948.96331738437,0.3049309566898981,→ יציבה,0.03627786370595626
אעבלין,3.0,זקנה,983.9228295819936,970.7955689828801,981.9219790675547,-0.20335441502957108,→ יציבה,0.7827854713680157
אפרת,6.0,זקנה,758.3710407239819,763.0922693266833,772.2929936305733,1.8357706398309666,→ יציבה,-3.1377467386934326
אריאל,6.0,זקנה,951.1140671765879,944.0894568690096,950.7892293407614,-0.03415340462693755,→ יציבה,0.2788600712460263
אשדוד,5.0,זקנה,944.4264332414763,937.9941299346889,937.6296142679386,-0.719676910165417,→ יציבה,-1.0719755090914798
אשקלון,5.0,זקנה,961.9338383057659,953.9784786089289,952.7085124677558,-0.9590395379227429,→ יציבה,-0.2714177643039634
באקה אל-גרביה,3.0,זקנה,978.7955894826124,981.3538710985002,972.3589549413101,-0.6576076364120789,→ יציבה,0.5178706218364599
באר גנים,,זקנה,925.925925925926,946.6666666666666,1000.0,7.999999999999993,↑ עולה,
באר יעקב,7.0,זקנה,960.3109656301145,952.0958083832335,960.3994490358126,0.009214036792760333,→ יציבה,0.9067613408518963
באר שבע,5.0,זקנה,962.2594489824173,956.3896723801258,953.1638866825523,-0.9452297204754425,→ יציבה,-0.2472413722625146
בועיינה-נוג'ידאת,2.0,זקנה,934.0,943.502824858757,931.2169312169311,-0.29797310311229874,→ יציבה,-0.2877348590511867
בוקעאתא,2.0,זקנה,912.1495327102804,896.1267605633802,879.8701298701299,-3.538827975303386,→ יציבה,-1.0599050393591454
ביר אל-מכסור,2.0,זקנה,950.3205128205128,933.0357142857143,956.1527581329561,0.6137135033667169,→ יציבה,0.08725835300552848
ביר הדאג',,זקנה,1436.3636363636363,1622.641509433962,1491.5254237288136,3.840377601373108,→ יציבה,
בית אל,3.0,זקנה,925.1101321585903,915.6378600823045,935.0393700787401,1.0733033370828626,→ יציבה,-0.5159563431416435
בית אריה-עופרים,7.0,זקנה,964.2857142857143,918.0672268907563,902.970297029703,-6.358635863586357,↓ יורדת,-3.4645706314864135
בית ג'ן,3.0,זקנה,1011.6959064327486,990.8842297174111,985.2430555555555,-2.614703757225445,→ יציבה,0.8747859166755839
בית דגן,7.0,זקנה,959.3406593406594,944.3277310924369,941.6581371545547,-1.843195325241158,→ יציבה,-0.5197701848337214
בית חשמונאי,,זקנה,948.051948051948,915.1515151515151,925.2873563218391,-2.4011966619429956,→ יציבה,
בית יצחק-שער חפר,,זקנה,896.8824940047962,909.7387173396675,935.5608591885441,4.312534299899167,→ יציבה,
בית שאן,5.0,זקנה,972.6669269816479,970.9821428571429,969.5558739255015,-0.319847726888433,→ יציבה,0.6230299277957495
בית שמש,2.0,זקנה,846.1888855147282,846.0656442597104,841.0999729070713,-0.6013920408043821,→ יציבה,-1.6429434820176136
ביתר עילית,1.0,זקנה,941.473259334006,948.2917820867959,946.5648854961833,0.540814740269845,→ יציבה,-1.2833724533793538
בני ברק,2.0,זקנה,952.3376623376623,949.9102103642894,948.3757239989927,-0.41602243567102004,→ יציבה,-0.029695258358186566
"בני עי""ש",5.0,זקנה,975.3867791842475,969.6755994358251,967.4965421853389,-0.8089341753747756,→ יציבה,0.5136974054968767
בנימינה-גבעת עדה,8.0,זקנה,942.0382165605096,946.0453709380748,929.5441089402013,-1.3262845817365732,→ יציבה,0.0990651676771555
"בסמ""ה",2.0,זקנה,962.9629629629629,930.1533219761499,902.4,-6.28923076923077,↓ יורדת,-0.7210934011619304
בסמת טבעון,2.0,זקנה,1059.5238095238096,1014.842300556586,991.4236706689536,-6.42742883573922,↓ יורדת,0.6176740006833377
בענה,2.0,זקנה,1034.3007915567282,980.8153477218226,971.3024282560706,-6.090913186466642,↓ יורדת,0.3150841026868205
ברוכין,,זקנה,1000.0,1166.666666666667,920.0,,N/A,
ברכה,,זקנה,863.013698630137,935.0649350649351,867.4698795180723,0.5163511187607525,→ יציבה,
ברקן,,זקנה,932.7354260089686,898.3050847457628,931.9148936170213,-0.08797054009819263,→ יציבה,
ברקת,,זקנה,941.6058394160583,909.7222222222222,954.8387096774194,1.405351337834472,→ יציבה,
בת חפר,,זקנה,991.4285714285714,956.5217391304349,954.7619047619048,-3.6983669548511013,→ יציבה,
בת ים,5.0,זקנה,968.6951526948974,964.2584341183959,963.5881740447418,-0.5272018380548372,→ יציבה,0.30619720601454964
ג'דיידה-מכר,,זקנה,997.0414201183431,974.1496598639455,974.0506329113924,-2.3059009127446104,→ יציבה,
ג'ולס,4.0,זקנה,971.4828897338404,954.3057996485062,989.9159663865546,1.897416500846907,→ יציבה,1.1392961901183407
ג'לג'וליה,2.0,זקנה,1027.3972602739727,992.1875,998.5052316890882,-2.8121574489287617,→ יציבה,0.7241688573511675
ג'סר א-זרקא,2.0,זקנה,1269.2998204667865,1254.934210526316,1210.4454685099845,-4.6367572899489,→ יציבה,3.9113962325321148
ג'ש (גוש חלב),6.0,זקנה,980.0,972.2222222222222,994.6236559139785,1.4922097871406628,→ יציבה,1.1178973749962733
ג'ת,4.0,זקנה,1029.723991507431,982.8571428571429,942.0783645655877,-8.511565008166645,↓ יורדת,-1.4260693174703918
גבע בנימין,,זקנה,1003.6496350364963,966.2162162162163,996.8944099378882,-0.6730660643704064,→ יציבה,
גבעת אבני,,זקנה,985.9154929577466,925.0814332247556,876.5060240963855,-11.097246127366615,↓ יורדת,
גבעת ברנר,,זקנה,977.5280898876404,974.2857142857143,971.7514124293785,-0.5909474641210363,→ יציבה,
גבעת זאב,5.0,זקנה,909.7429766885834,906.449738524114,908.1232492997199,-0.1780423075932159,→ יציבה,-2.6385056814432546
גבעת שמואל,8.0,זקנה,923.1816943612095,916.6231050705697,917.2817510817002,-0.6390879840389003,→ יציבה,-0.5982789542604642
גבעתיים,8.0,זקנה,946.8715476549161,948.6273718207509,946.5294592413237,-0.036128281015477,→ יציבה,1.0649996419616057
גדרה,7.0,זקנה,948.6434108527131,938.423645320197,938.1136566498067,-1.1099802183247682,→ יציבה,-0.7895652351608853
גן יבנה,7.0,זקנה,949.5370370370371,948.5420240137221,940.9638554216867,-0.9028801701197818,→ יציבה,-0.5726167937541025
גן נר,,זקנה,882.1428571428571,907.2847682119206,913.5802469135801,3.563752686559696,→ יציבה,
גני מודיעין,,זקנה,941.6058394160583,902.0979020979021,960.2649006622516,1.9816212331228593,→ יציבה,
גני תקווה,8.0,זקנה,941.9354838709677,949.7918834547346,947.6466146488799,0.6063186784769821,→ יציבה,1.1285307968781175
דאלית אל-כרמל,4.0,זקנה,974.3178170144462,954.3841865179929,945.9720212252773,-2.9092966683117285,→ יציבה,-1.2172659470476073
דבורייה,3.0,זקנה,961.8320610687024,979.064039408867,997.7011494252873,3.729246487867164,→ יציבה,1.2198999746745183
דייר אל-אסד,3.0,זקנה,942.0783645655877,931.8541996830428,922.1732745961821,-2.112891105251552,→ יציבה,-0.8723728599071392
דייר חנא,3.0,זקנה,917.8082191780821,918.5360094451004,914.7286821705426,-0.3355316441050562,→ יציבה,-1.0786029243957997
דימונה,4.0,זקנה,956.6256202903878,957.8433146372354,956.8828414914295,0.026888387221286787,→ יציבה,-0.6321563072491714
הוד השרון,8.0,זקנה,942.483794629077,937.4814521713325,934.4309097830225,-0.8544321814279936,→ יציבה,0.3769710877411833
הושעיה,,זקנה,865.0306748466257,848.6486486486486,861.3861386138614,-0.42131872761744266,→ יציבה,
הר אדר,9.0,זקנה,910.2564102564103,925.7246376811594,930.9734513274336,2.275956624703973,→ יציבה,0.7779716970205421
הרצלייה,8.0,זקנה,928.412585758221,928.9913221983765,928.9223563983654,0.05490776923582053,→ יציבה,0.0637069204825944
זכרון יעקב,8.0,זקנה,904.4378698224851,892.3033549478433,880.2892340653455,-2.6700159914665407,→ יציבה,-2.701994617651292
זמר,3.0,זקנה,998.019801980198,968.5185185185186,967.1280276816609,-3.095306750151043,→ יציבה,0.37296349940251655
זרזיר,2.0,זקנה,933.7606837606837,931.0344827586207,942.5287356321838,0.9390041821194637,→ יציבה,-0.11762420316165124
חדרה,6.0,זקנה,976.8054521505069,962.0955657916643,963.876986494549,-1.323545607520408,→ יציבה,0.5293735907079515
חולון,7.0,זקנה,966.9912570022512,965.6211051100955,965.1987720248691,-0.18536723723221835,→ יציבה,1.2720711755750156
חורה,1.0,זקנה,1071.278825995807,1066.132264529058,1044.8598130841121,-2.4661192091738626,→ יציבה,0.09133231764737904
חורפיש,4.0,זקנה,1012.0192307692308,948.8888888888889,960.9544468546638,-5.045831379681679,↓ יורדת,-0.41381016192094655
חיפה,7.0,זקנה,954.1661866596448,953.7275909098379,953.8762852945977,-0.030382691097246,→ יציבה,0.4102380033710064
חצור הגלילית,4.0,זקנה,985.4967367657723,964.5340751043116,958.9675711449371,-2.6919587484276497,→ יציבה,-0.520359449919846
חריש,3.0,זקנה,1060.2556299452222,964.7668393782384,963.0856601987695,-9.164768099507564,↓ יורדת,0.26098185433455867
חשמונאים,,זקנה,875.0,882.2269807280514,896.2655601659751,2.430349733254298,→ יציבה,
טבריה,4.0,זקנה,976.2136597579636,971.3281038680011,965.165007857517,-1.1317862426946452,→ יציבה,-0.18801230514829606
טובא-זנגרייה,2.0,זקנה,987.6543209876543,1005.882352941176,1050.1392757660167,6.326601671309194,↑ עולה,1.500658688833041
טורעאן,3.0,זקנה,925.7265877287406,931.9587628865979,933.3333333333334,0.821705426356593,→ יציבה,-0.5632169650681745
טייבה,3.0,זקנה,1070.9097198201314,1054.884024828487,1032.9871716554674,-3.54115267261123,→ יציבה,2.1973931971397156
טירה,4.0,זקנה,1054.5250140528385,1033.195020746888,1021.4948705422571,-3.132229493887225,→ יציבה,2.832763847457778
טירת כרמל,5.0,זקנה,997.0897694201925,973.8165060745706,969.9036918138042,-2.7265426283730667,→ יציבה,0.6414960186577322
טלמון,,זקנה,1096.774193548387,1000.0,1023.8095238095237,-6.652661064425774,↓ יורדת,
טמרה,2.0,זקנה,968.6118479221927,959.6337910944652,966.0554038236442,-0.26392864221437207,→ יציבה,0.23617761395148318
יאנוח-ג'ת,3.0,זקנה,985.6801909307876,953.5398230088496,937.5,-4.888014527845037,→ יציבה,-0.44779198459376013
יבנאל,3.0,זקנה,939.6984924623115,958.2309582309583,935.5608591885441,-0.4403149847485086,→ יציבה,-0.5015100542656256
יבנה,7.0,זקנה,956.6415313225059,955.937893411666,956.8815912428247,0.025094030779421562,→ יציבה,0.6389927301819776
יד בנימין,,זקנה,970.0598802395209,869.3467336683417,884.2592592592594,-8.844878829446715,↓ יורדת,
יהוד,8.0,זקנה,,941.5071139996487,,,N/A,
יהוד-מונוסון,,זקנה,959.1024249004705,,941.3709116214335,-1.84876117698035,→ יציבה,
יסוד המעלה,8.0,זקנה,882.3529411764706,,890.9090909090909,0.969696969696964,→ יציבה,
יפיע,3.0,זקנה,924.4186046511628,906.4207650273224,920.7277452891489,-0.3992627737524527,→ יציבה,-0.9124169059966202
יצהר,,זקנה,1545.4545454545455,1000.0,894.7368421052631,,N/A,
יקיר,,זקנה,850.3937007874016,873.1343283582089,890.5109489051096,4.717491213841584,→ יציבה,
יקנעם עילית,7.0,זקנה,960.4607721046077,960.8904933814681,950.937950937951,-0.991484654369577,→ יציבה,0.18658094994170707
ירוחם,3.0,זקנה,946.8354430379748,945.364238410596,949.7206703910615,0.3047232097511405,→ יציבה,-0.1092550306883501
ירושלים,2.0,זקנה,894.8079680617308,889.8834996425443,887.4283358203095,-0.824716867173917,→ יציבה,-0.9462422385950533
ירכא,3.0,זקנה,955.6603773584906,953.26278659612,942.2918384171476,-1.3988796917890987,→ יציבה,-0.31504849921716505
כאבול,2.0,זקנה,973.314606741573,940.7216494845361,928.0575539568346,-4.6497866641751475,→ יציבה,-0.33524661917257165
כאוכב אבו אל-היג'א,2.0,זקנה,1046.3320463320463,1000.0,993.0555555555555,-5.09173841738417,↓ יורדת,0.6422148253126746
כוכב השחר,,זקנה,875.0,844.6601941747573,854.7008547008546,-2.319902319902329,→ יציבה,
כוכב יאיר,9.0,זקנה,896.0336538461538,881.5192743764172,883.0409356725146,-1.4500256902035988,→ יציבה,-1.4255495226469928
כוכב יעקב,,זקנה,952.9411764705882,834.2541436464088,835.0515463917526,-12.371134020618548,↓ יורדת,
כסיפה,1.0,זקנה,1074.3099787685774,1078.512396694215,1047.6190476190477,-2.4844720496894213,→ יציבה,0.12992162202592417
כסרא-סמיע,3.0,זקנה,1026.0869565217392,1000.0,977.3584905660377,-4.748960665174297,→ יציבה,0.6563677342841394
כעביה-טבאש-חג'אג'רה,2.0,זקנה,1017.1821305841924,1030.201342281879,1012.012012012012,-0.5082785488190866,→ יציבה,0.9272882868729785
כפר אדומים,,זקנה,846.9387755102041,822.7272727272727,868.3127572016461,2.523674946700387,→ יציבה,
כפר ברא,3.0,זקנה,1012.3456790123457,960.6741573033707,937.5,-7.393292682926833,↓ יורדת,-0.44779198459376013
כפר האורנים,,זקנה,970.5882352941177,935.0649350649351,923.9130434782609,-4.808959156785247,→ יציבה,
כפר ורדים,9.0,זקנה,945.9459459459459,931.6666666666666,923.202614379085,-2.4042950513538655,→ יציבה,0.4207360319130017
"כפר חב""ד",,זקנה,950.4716981132075,920.3539823008849,908.7048832271762,-4.3943249408628455,→ יציבה,
כפר יאסיף,5.0,זקנה,1032.5278810408922,1008.042895442359,992.3599320882852,-3.8902532018906553,→ יציבה,1.8337261691844444
כפר יונה,7.0,זקנה,962.7586206896551,957.5994781474233,944.7852760736196,-1.8668588605481051,→ יציבה,-0.28174190370225544
כפר כמא,5.0,זקנה,970.4016913319239,972.8033472803347,960.0,-1.0718954248365993,→ יציבה,0.1156965153740095
כפר כנא,2.0,זקנה,930.795847750865,907.6330981398331,909.2002405291641,-2.32012285764742,→ יציבה,-0.6188291350769447
כפר מנדא,2.0,זקנה,933.4787350054526,915.9067882472139,906.3386944181647,-2.907408553568108,→ יציבה,-0.6618620118780945
כפר מצר,,זקנה,993.5064935064936,962.9629629629629,947.3684210526316,-4.643962848297225,→ יציבה,
כפר סבא,8.0,זקנה,954.9785612196284,952.1081791717531,951.1857525145335,-0.3971616598650134,→ יציבה,1.329796900495329
כפר קאסם,3.0,זקנה,1010.3420843277646,987.4074074074074,983.1814996496146,-2.688256294522408,→ יציבה,0.8176767046299475
כפר קרע,4.0,זקנה,993.4593023255815,987.7384196185286,968.213604577241,-2.5411909364825536,→ יציבה,-0.024526583171736387
כפר שמריהו,10.0,זקנה,823.6472945891784,,855.4216867469879,3.857766833758383,→ יציבה,
כפר תבור,8.0,זקנה,923.1905465288035,921.4586255259467,917.4434087882823,-0.6225299600532469,→ יציבה,-0.5890856936533457
כרמיאל,6.0,זקנה,956.9529855187463,958.8029537504858,960.6682577565633,0.3882397875380467,→ יציבה,0.46795512765839975
להבים,9.0,זקנה,915.5033063923586,924.6861924686193,923.7967914438503,0.9058935116436823,→ יציבה,0.4480511384239141
לוד,3.0,זקנה,975.1410268668133,976.3122986545386,974.6906113333954,-0.04618978393977329,→ יציבה,0.5824621562835374
לפיד,,זקנה,895.4248366013072,872.9281767955802,821.7391304347826,-8.229133608378294,↓ יורדת,
לקיה,1.0,זקנה,1044.4444444444446,1039.170506912442,997.9166666666666,-4.454787234042568,→ יציבה,-0.5651915633976669
מבוא חורון,,זקנה,913.0434782608695,854.3689320388349,889.9082568807339,-2.5338575797291365,→ יציבה,
מבשרת ציון,8.0,זקנה,924.3697478991597,928.54140395124,931.2868469201056,0.7483043486296016,→ יציבה,0.19817237857307451
מג'ד אל-כרום,2.0,זקנה,928.8417865253596,926.5658747300216,936.9063772048846,0.8682415882357455,→ יציבה,-0.20217508864410327
מג'דל שמס,3.0,זקנה,928.2051282051283,919.5289499509323,897.5791433891993,-3.2994845519923475,→ יציבה,-1.5536793673514266
מגאר,2.0,זקנה,978.3852511125239,978.3393501805054,987.4500855675984,0.9265097204569386,→ יציבה,0.5579179137664728
מגדל,5.0,זקנה,946.236559139785,947.3684210526316,938.3116883116883,-0.837514757969309,→ יציבה,-1.0357633368885408
מגדל העמק,4.0,זקנה,988.6897140418267,971.4404836356056,974.4473737578584,-1.440526798417348,→ יציבה,0.30976894648452663
מודיעין עילית,1.0,זקנה,935.1648351648352,940.0630914826498,937.0698131760079,0.20370505172352193,→ יציבה,-1.416165889827156
מודיעין-מכבים-רעות,8.0,זקנה,907.70146883684,896.2739174219537,892.7903417786091,-1.64273470630587,→ יציבה,-1.9910731062953149
מוקייבלה,,זקנה,1040.4040404040404,1039.21568627451,1054.7945205479452,1.3831626546083278,→ יציבה,
מזכרת בתיה,8.0,זקנה,939.9167162403331,926.9949066213921,925.3650621957815,-1.5481854714488108,→ יציבה,-0.13859171007440535
מזרעה,4.0,זקנה,1023.6686390532543,1005.509641873278,972.8395061728395,-4.965389281381563,→ יציבה,0.2235445563318922
מטולה,8.0,זקנה,912.0879120879121,,921.9858156028369,1.0851918311544049,→ יציבה,
מייסר,,זקנה,904.4117647058823,885.1351351351351,922.077922077922,1.953331221623904,→ יציבה,
מיתר,8.0,זקנה,900.89358245329,907.7786688051324,908.4561675717611,0.839453767433528,→ יציבה,-1.100178250818587
מסעדה,2.0,זקנה,864.3533123028391,893.6170212765957,896.0674157303371,3.6691134257360827,→ יציבה,-0.8163248977510663
מעגן מיכאל,,זקנה,959.5959595959596,979.6610169491526,960.9120521172638,0.137150694325385,→ יציבה,
מעיליא,7.0,זקנה,969.0265486725664,957.3560767590619,950.3105590062112,-1.9314217646558334,→ יציבה,0.13882578876312146
מעלה אדומים,6.0,זקנה,918.1196203928492,923.093220338983,928.196853569988,1.097594796288837,→ יציבה,-0.15358190493358606
מעלה אפרים,5.0,זקנה,959.5959595959596,,975.7281553398059,1.6811446090955615,→ יציבה,
מעלה מכמש,,זקנה,,906.9767441860464,967.032967032967,,N/A,
מעלה עירון,2.0,זקנה,948.7179487179487,955.1282051282052,936.8104312938816,-1.2551167014557238,→ יציבה,-0.2036179549854479
מעלות-תרשיחא,5.0,זקנה,970.8201892744479,963.2446134347274,965.6972408650261,-0.5276928174774078,→ יציבה,0.4181702265150416
מצפה יריחו,,זקנה,826.3888888888888,849.6732026143791,844.72049689441,2.2182786157941576,→ יציבה,
מצפה רמון,3.0,זקנה,946.3955637707949,933.3333333333334,960.377358490566,1.4773732311320726,→ יציבה,0.1859564931053896
מרכז שפירא,,זקנה,898.3739837398374,901.1406844106465,923.3449477351916,2.7795733678086543,→ יציבה,
משהד,2.0,זקנה,905.781584582441,894.9494949494949,893.8547486033519,-1.3167452487552276,→ יציבה,-0.84959971779031
מתן,,זקנה,841.8803418803419,838.0566801619433,802.158273381295,-4.718255852171057,→ יציבה,
מתתיהו,,זקנה,870.1298701298701,896.7741935483871,880.952380952381,1.243781094527363,→ יציבה,
נאעורה,,זקנה,1033.5195530726257,1069.148936170213,1014.7783251231529,-1.8133404340300794,→ יציבה,
נהרייה,6.0,זקנה,958.1703520395945,947.4990306320279,944.1540988502315,-1.4628143272777605,→ יציבה,0.15185665333872503
נווה דניאל,,זקנה,764.2857142857142,783.9506172839507,748.6033519553073,-2.0518978750065147,→ יציבה,
נוף איילון,,זקנה,788.5714285714286,785.7142857142857,800.0,1.4492753623188426,→ יציבה,
נוף הגליל,5.0,זקנה,972.0279720279719,970.4272907206893,971.9930273097036,-0.00359503216717256,→ יציבה,0.7524214782328879
נופית,,זקנה,927.7777777777778,923.4972677595629,931.2169312169311,0.37068719703448755,→ יציבה,
נוקדים,,זקנה,880.7339449541284,916.6666666666666,947.8260869565217,7.617753623188406,↑ עולה,
נחף,2.0,זקנה,1000.0,987.3949579831933,986.8247694334651,-1.317523056653488,→ יציבה,0.5485142029338941
ניין,,זקנה,,1063.380281690141,968.75,,N/A,
"ניל""י",,זקנה,990.566037735849,991.6666666666667,963.2352941176471,-2.759103641456578,→ יציבה,
ניצן,,זקנה,848.6842105263158,872.7272727272726,948.2758620689656,11.73483025928896,↑ עולה,
נס ציונה,8.0,זקנה,946.5201465201465,938.9738459339717,939.7138491457147,-0.7190863712151222,→ יציבה,0.677404883071359
נעלה,,זקנה,1200.0,973.8562091503268,913.7931034482759,-23.85057471264367,↓ יורדת,
נצרת,3.0,זקנה,964.3186306780776,954.4065206316861,956.0587515299877,-0.8565508209959429,→ יציבה,0.06632246332104655
נשר,7.0,זקנה,954.1489599642138,955.3903345724907,949.0878235044548,-0.5304346252128965,→ יציבה,0.04575488999776932
נתיבות,3.0,זקנה,988.4984025559106,963.0396215257244,950.109649122807,-3.883542283310092,→ יציבה,-0.09847954368434489
נתניה,6.0,זקנה,895.3785151087006,892.7564762203033,890.6704582740895,-0.5258174900521936,→ יציבה,-0.8718768158056412
סאג'ור,3.0,זקנה,1063.197026022305,1010.238907849829,996.6887417218543,-6.25549946742001,↓ יורדת,1.1918542612183007
סביון,10.0,זקנה,849.1428571428571,853.2423208191127,841.8079096045198,-0.8638060694542652,→ יציבה,
סולם,,זקנה,995.2380952380953,1032.558139534884,1043.859649122807,4.885419289851416,→ יציבה,
סח'נין,3.0,זקנה,941.233140655106,936.9042215161144,947.8186484174507,0.6996680713729598,→ יציבה,-0.16194483448817393
סלמה,,זקנה,1031.8471337579617,1000.0,1035.5029585798816,0.354299072247788,→ יציבה,
סעוה,,זקנה,1250.0,1285.714285714286,1291.6666666666667,,N/A,
ע'ג'ר,2.0,זקנה,852.4590163934425,866.1417322834645,870.5035971223022,2.116768123962378,→ יציבה,-1.2007620565645818
עוזייר,,זקנה,891.71974522293,878.0487804878048,887.0056497175142,-0.5286521388216288,→ יציבה,
עומר,9.0,זקנה,918.1514476614699,925.1925192519251,915.8009841443412,-0.2559995437697452,→ יציבה,0.08047328835476589
עיילבון,5.0,זקנה,1015.1006711409397,977.6357827476039,946.7455621301775,-6.733825614944501,↓ יורדת,-0.5879983268406532
עילוט,2.0,זקנה,1010.126582278481,992.7884615384615,986.2385321100917,-2.364857096870623,→ יציבה,0.5396981721818495
עין מאהל,2.0,זקנה,881.1524609843937,851.7279821627648,867.7083333333333,-1.525743642143503,→ יציבה,-1.2427981578858354
עין נקובא,,זקנה,1035.7142857142858,1000.0,1021.5827338129498,-1.3644257008186504,→ יציבה,
עין קנייא,3.0,זקנה,879.3103448275862,887.6404494382022,873.015873015873,-0.7158418923124761,→ יציבה,-2.2341309681263812
עכו,4.0,זקנה,984.6926279696302,978.1883194278903,969.1472151606195,-1.5787071383954916,→ יציבה,0.02553973071001872
עלי,,זקנה,905.7971014492754,851.3513513513514,824.6753246753246,-8.95584415584416,↓ יורדת,
עלי זהב,,זקנה,1000.0,1038.461538461539,907.6923076923077,-9.230769230769226,↓ יורדת,
עמנואל,2.0,זקנה,970.8333333333334,934.8659003831418,952.5547445255474,-1.8827730960809534,→ יציבה,0.03315023442539549
עספיא,4.0,זקנה,980.7692307692307,961.7304492512479,977.3614363778298,-0.3474613889271504,→ יציבה,0.46604006894183747
עפולה,5.0,זקנה,986.8541730357688,978.9247731485998,976.9506895900245,-1.0035407171942272,→ יציבה,1.0156300284835886
עפרה,,זקנה,917.4311926605506,929.2035398230089,923.0769230769231,0.6153846153846072,→ יציבה,
עראבה,2.0,זקנה,990.5596763317599,973.651191969887,973.5294117647059,-1.719256797341124,→ יציבה,0.3485742172080997
ערד,4.0,זקנה,969.1426052457572,962.4444444444445,966.1771250556297,-0.3059900755653441,→ יציבה,-0.1337359524290903
ערערה,3.0,זקנה,1005.6899004267426,972.6484322881921,962.0410703173616,-4.340187774666884,→ יציבה,0.2320446303348921
ערערה-בנגב,1.0,זקנה,1240.4092071611253,1214.797136038186,1130.0639658848615,-8.89587409051941,↓ יורדת,1.2829559165528546
עתלית,,זקנה,962.89592760181,945.0643776824035,953.1380753138076,-1.0133859753987422,→ יציבה,
פדואל,,זקנה,840.0,810.3448275862069,821.917808219178,-2.1526418786692822,→ יציבה,
פוריידיס,2.0,זקנה,1017.5219023779724,975.8064516129033,990.1746724890829,-2.6876305880962748,→ יציבה,0.5988911529799114
פסגות,,זקנה,802.1978021978023,821.7821782178218,921.5686274509803,14.880472737040002,↑ עולה,
פסוטה,4.0,זקנה,969.1516709511568,949.3975903614457,949.1916859122402,-2.0595316127688434,→ יציבה,-1.0446064403096254
פקיעין (בוקייעה),5.0,זקנה,983.0220713073005,961.2277867528271,946.4285714285714,-3.7225511966444587,→ יציבה,-0.6048277634369853
פרדס חנה-כרכור,,זקנה,970.8804385063378,963.8195935899554,962.6477541371158,-0.847960680090291,→ יציבה,
פרדסייה,8.0,זקנה,924.5994344957587,932.8558639212175,923.785594639866,-0.08802080398595412,→ יציבה,-0.22841394725086514
פתח תקווה,7.0,זקנה,959.3233619875089,954.4034412497169,951.8503691842362,-0.7789858038889222,→ יציבה,0.2560314452529956
