Branch,Municipality,Entity_Type,Cluster,Pop_2025,Rate_2023,Rate_2024,Rate_2025,Change_23_24_Pct,Change_24_25_Pct,Cumulative_Change_Pct,Trend,Z_Score_Cluster,Small_Pop_Flag,Benefit_Type,Benefit,Cluster_Average_Rate_2025,Gap_from_Cluster_Pct,Operational_Status
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,41.36400322841001,,13.50293542074364,,,-67.35583027063147,↓ יורדת,-0.1242776194321645,False,אבטלה,דמי אבטלה,14.030651739752772,-3.761167540877403,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,21.79176755447942,17.15197447147986,14.87279843444227,-21.29149492532019,-13.28812633686799,-31.7503805175038,↓ יורדת,0.6256608981561499,False,הבטחת_הכנסה,הבטחת הכנסה,12.192109103372324,21.987084501470463,🔴 גבוה מהאשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,713.3333333333334,888.8888888888888,670.4384724186704,24.61059190031151,-24.57567185289958,-6.013298259064908,↓ יורדת,-1.2925142776649987,False,זקנה,קצבת זקנה,774.3594924772294,-13.420255200347395,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,43.74772147283996,45.58610709117222,51.76211453744494,4.202243125904492,13.54800363610936,18.31956681350955,↑ עולה,0.3640161067026731,False,ילד_נכה,גמלת ילד נכה,46.46122572820504,11.409274564234993,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,140.619351729124,136.7196771896511,134.293408266011,-2.773213282183854,-1.774630377655507,-4.498629374496548,→ יציבה,-0.6346803183339332,False,ילדים,קצבת ילדים,139.77008537842147,-3.918347118113725,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,,,1.756234632946962,,,,,-0.1986720687791663,False,מזונות,מזונות,1.824414348900009,-3.737074091428547,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,5.181347150259067,,4.5662100456621,,,-11.87214611872147,↓ יורדת,-0.9481193402425142,False,ניידות,קצבת ניידות,6.35485391504391,-28.14610521805286,🔵 נמוך מהאשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,47.83708880588022,47.82815096131024,47.5354173984311,-0.0186839224398606,-0.6120528538014031,-0.6306224207607686,→ יציבה,0.2690367624953962,False,נכות,נכות כללית,45.05255310094902,5.511040166622166,⚪ תואם אשכול
ירושלים,אבו גוש,רשות מקומית,3.0,8541.0,440.0,456.7901234567901,455.4455445544555,3.815937149270483,-0.2943537597002905,3.510351035103515,→ יציבה,-0.2368814859208944,False,סיעוד,גמלת סיעוד,488.8378380622278,-6.830955156855412,⚪ תואם אשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,40.27592345349355,,17.15869125013322,,,-57.39715001210017,↓ יורדת,0.7366558316213613,False,אבטלה,דמי אבטלה,14.030651739752772,22.29432793572828,🔴 גבוה מהאשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,24.47708055184691,19.92420140768814,16.19950975167857,-18.60058079440863,-18.69430839306978,-33.81763925086955,↓ יורדת,0.9353093847283274,False,הבטחת_הכנסה,הבטחת הכנסה,12.192109103372324,32.8688056703643,🔴 גבוה מהאשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,727.5229357798165,948.3204134366924,731.3677313677314,30.349211935182186,-22.877571651413607,0.5284775776579063,→ יציבה,-0.5347086183784283,False,זקנה,קצבת זקנה,774.3594924772294,-5.551912455023239,⚪ תואם אשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,28.91859052247873,29.46906965416463,34.70185728250244,1.90354758561972,17.75688099335127,19.99843925840129,↑ עולה,-0.8075248647784263,False,ילד_נכה,גמלת ילד נכה,46.46122572820504,-25.31006933500656,🔵 נמוך מהאשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,135.9825265976185,134.3262998207144,133.6418072945019,-1.217970292466341,-0.5095744668959962,-1.72133829373755,→ יציבה,-0.7101929519136924,False,ילדים,קצבת ילדים,139.77008537842147,-4.384541990746828,⚪ תואם אשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,1.620517156344677,1.86181216383947,1.973326075122482,,5.989536079356453,,,0.4339208560867181,False,מזונות,מזונות,1.824414348900009,8.162165919833722,⚪ תואם אשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,8.595786655393505,,8.505715841045182,,,-1.04784841643094,→ יציבה,1.140122874732957,False,ניידות,קצבת ניידות,6.35485391504391,33.84596962818476,🔴 גבוה מהאשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,49.39054463467907,49.7862363811888,50.35383777898748,0.8011487814853988,1.140076935024431,1.950359428982774,→ יציבה,0.5744335154733556,False,נכות,נכות כללית,45.05255310094902,11.766890693541612,⚪ תואם אשכול
נהריה,אבו סנאן,רשות מקומית,3.0,14696.0,341.2844036697248,328.1653746770025,338.2473382473383,-3.84401655969551,3.072220395055083,-0.8898928253766867,→ יציבה,-1.068273473141887,False,סיעוד,גמלת סיעוד,488.8378380622278,-30.80581904458053,🔵 נמוך מהאשכול
באר שבע,אבו תלול,רשות מקומית,,3091.0,19.71830985915493,,13.27088212334114,,,,,,False,אבטלה,דמי אבטלה,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,89.2018779342723,67.23404255319149,57.76736924277908,-24.62709966405376,-14.08017865789187,-35.23973869098977,↓ יורדת,,False,הבטחת_הכנסה,הבטחת הכנסה,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,756.7567567567568,1205.128205128205,750.0,59.24908424908424,-37.76595744680851,-0.8928571428571449,→ יציבה,,False,זקנה,קצבת זקנה,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,35.09891512444161,36.90260133091349,45.30011325028313,5.138865973711702,22.75588066019345,29.06414084217028,↑ עולה,,False,ילד_נכה,גמלת ילד נכה,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,127.3885350318471,128.0083711196372,126.1727596247169,0.4865713289151992,-1.433977699165238,-0.9543836945972144,→ יציבה,,False,ילדים,קצבת ילדים,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,,,,,,,,,False,מזונות,מזונות,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,,,,,,,,,False,ניידות,קצבת ניידות,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,22.10565754964406,24.06696895709801,24.26399223552248,8.872440926262014,0.8186459989028521,9.763720807812728,↑ עולה,,False,נכות,נכות כללית,,,⚪ ללא סיווג
באר שבע,אבו תלול,רשות מקומית,,3091.0,459.4594594594595,512.8205128205128,568.1818181818182,,10.79545454545456,,,,False,סיעוד,גמלת סיעוד,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,40.51772650534609,,11.04972375690608,,,-72.72866789441376,↓ יורדת,,False,אבטלה,דמי אבטלה,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,16.31963984243106,14.62317210348706,10.49723756906077,,-28.21504462388438,,,,False,הבטחת_הכנסה,הבטחת הכנסה,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,796.2962962962963,1058.139534883721,796.7914438502673,32.88263926446727,-24.698830581183522,0.06218132073124654,→ יציבה,,False,זקנה,קצבת זקנה,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,61.22448979591837,67.2782874617737,79.59183673469387,9.887869520897048,18.30241187384043,29.99999999999999,↑ עולה,,False,ילד_נכה,גמלת ילד נכה,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,135.6628982528263,135.7898328215626,136.7148135707088,0.0935661631669763,0.6811855717958264,0.7753890941663792,→ יציבה,,False,ילדים,קצבת ילדים,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,,,,,,,,,False,מזונות,מזונות,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,6.509078451524495,,6.046355391333558,,,,,,False,ניידות,קצבת ניידות,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,56.5262076053443,58.34186284544524,59.11991938192811,3.212059179305853,1.333616203760992,4.588511924756461,→ יציבה,,False,נכות,נכות כללית,,,⚪ ללא סיווג
חיפה,אבטין,רשות מקומית,,2977.0,370.3703703703703,377.9069767441861,347.5935828877006,2.034883720930266,-8.021390374331562,-6.149732620320837,↓ יורדת,,False,סיעוד,גמלת סיעוד,,,⚪ ללא סיווג
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,31.63114863959255,,17.56395570828561,,,-44.47259595783097,↓ יורדת,0.5775848359512715,False,אבטלה,דמי אבטלה,16.679952635173898,5.29979366516647,⚪ תואם אשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,,,,,,,,,False,הבטחת_הכנסה,הבטחת הכנסה,2.278639407417711,,⚪ ללא סיווג
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,902.9217719132894,948.529411764706,905.5330634278002,5.051117524253967,-4.532948351797812,0.2892046238931138,→ יציבה,0.6332218204242382,False,זקנה,קצבת זקנה,893.8575585421386,1.3061930029102344,⚪ תואם אשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,31.43507972665148,33.34105116925215,41.91895668374476,6.063199009432555,25.72775966464832,33.35088394321703,↑ עולה,-1.11797661396161,False,ילד_נכה,גמלת ילד נכה,51.81203745751874,-19.09417436418212,🔵 נמוך מהאשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,137.0500250483075,135.0795002839296,134.5484903297621,-1.437814231470077,-0.3931092083190836,-1.82527125964673,→ יציבה,0.3059906290038539,False,ילדים,קצבת ילדים,132.22136427023833,1.7600227258036163,⚪ תואם אשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,,,,,,,,,False,מזונות,מזונות,0.3524140952742657,,⚪ ללא סיווג
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,5.224361268160023,,4.800333936273828,,,-8.116347819788782,↓ יורדת,-0.3940603262919832,False,ניידות,קצבת ניידות,5.096617522961054,-5.813337676457418,⚪ תואם אשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,17.67694840048665,18.59738784781374,18.50563517462084,5.207004209514734,-0.4933632289853158,4.687951536427954,→ יציבה,-1.315820622396966,False,נכות,נכות כללית,25.964420538632925,-28.72694714258701,🔵 נמוך מהאשכול
נתניה,אבן יהודה,רשות מקומית,8.0,14374.0,172.9500471253534,193.9338235294118,199.2802519118308,12.13285382272801,2.756831317569632,15.22416745419756,↑ עולה,0.38687647114055,False,סיעוד,גמלת סיעוד,183.7634800562338,8.443882239740281,⚪ תואם אשכול
רחובות,אבן שמואל,רשות מקומית,,2090.0,23.20887991927346,,13.58695652173913,,,,,,False,אבטלה,דמי אבטלה,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,,,,,,,,,False,הבטחת_הכנסה,הבטחת הכנסה,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,921.0526315789474,914.6341463414634,882.716049382716,-0.696864111498262,-3.4897119341563774,-4.162257495590832,→ יציבה,,False,זקנה,קצבת זקנה,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,40.27617951668585,54.50236966824644,58.25242718446602,35.32159783344614,6.880540312368108,44.63245492371705,↑ עולה,,False,ילד_נכה,גמלת ילד נכה,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,138.1709741550696,138.0145278450363,138.2775119617225,-0.1132266099952949,0.1905481406866663,0.0771057794912628,→ יציבה,,False,ילדים,קצבת ילדים,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,,,,,,,,,False,מזונות,מזונות,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,,,,,,,,,False,ניידות,קצבת ניידות,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,20.37773359840954,18.8861985472155,19.13875598086124,-7.319435421957103,1.337259231996057,-6.080056015871156,↓ יורדת,,False,נכות,נכות כללית,,,⚪ ללא סיווג
רחובות,אבן שמואל,רשות מקומית,,2090.0,256.5789473684211,250.0,253.0864197530864,-2.564102564102581,1.234567901234573,-1.361190250079152,→ יציבה,,False,סיעוד,גמלת סיעוד,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,25.9433962264151,,,,,,,,False,אבטלה,דמי אבטלה,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,,,,,,,,,False,הבטחת_הכנסה,הבטחת הכנסה,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,872.3404255319149,892.8571428571429,790.3225806451612,2.3519163763066246,-11.483870967741947,-9.402045633359567,↓ יורדת,,False,זקנה,קצבת זקנה,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,27.67527675276753,32.34501347708895,29.64254577157803,16.8733153638814,-8.355129322871258,7.108398721301946,↑ עולה,,False,ילד_נכה,גמלת ילד נכה,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,153.9741989180191,141.8998817500986,140.4707668944571,-7.841779501219754,-1.007128996878468,-8.769931662870167,↓ יורדת,,False,ילדים,קצבת ילדים,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,,,,,,,,,False,מזונות,מזונות,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,,,,,,,,,False,ניידות,קצבת ניידות,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,24.1364960466084,26.40914465904612,25.43659832953682,9.41581830291006,-3.682611996962811,5.386458251512062,↑ עולה,,False,נכות,נכות כללית,,,⚪ ללא סיווג
נתניה,אבני חפץ,רשות מקומית,,2634.0,,,,,,,,,False,סיעוד,גמלת סיעוד,,,⚪ ללא סיווג
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,30.98428771910514,,13.83798140770252,,,-55.33871382439455,↓ יורדת,0.2277108022202937,False,אבטלה,דמי אבטלה,13.16664319219346,5.098780347500403,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,28.81043449547343,22.16328850161015,18.72509960159362,-23.07200884078181,-15.51299077195491,-35.00584101036162,↓ יורדת,1.370637826365561,False,הבטחת_הכנסה,הבטחת הכנסה,11.447413802897188,63.57493425156472,🔴 גבוה מהאשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,676.0330578512397,944.840409048652,670.481220657277,39.762456595216236,-29.037622201999568,-0.8212375311362893,→ יציבה,-0.8402348886852247,False,זקנה,קצבת זקנה,739.5211862995715,-9.33576575239957,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,29.9153614164802,33.67381848394506,38.43322043881608,12.56363583625083,14.13383503608358,28.47319443596438,↑ עולה,-0.7332555441543032,False,ילד_נכה,גמלת ילד נכה,46.5238294200984,-17.390247282153336,🔵 נמוך מהאשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,147.4367532207463,146.6829372866542,145.3500675554687,-0.511280883243163,-0.9086740120159608,-1.415309018744688,→ יציבה,0.6486801204564687,False,ילדים,קצבת ילדים,140.67459118943316,3.3236111272856173,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,2.352980441893064,2.176745106446134,2.099916980026371,-7.489876766894933,-3.529495768349126,-10.75501765170194,↓ יורדת,0.1501544054072697,False,מזונות,מזונות,1.9404892980744024,8.215849585471709,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,6.541619384553768,,6.869495857140532,,,5.012160648798266,↑ עולה,0.3927711278543056,False,ניידות,קצבת ניידות,6.18765492726371,11.019375480564236,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,38.79914558440692,41.40762850216851,43.18666471325552,6.72304216619119,4.296397247173549,11.3082880119193,↑ עולה,-0.1891776887287485,False,נכות,נכות כללית,45.4289854074137,-4.9358810769131765,⚪ תואם אשכול
חדרה,אום אל-פחם,רשות מקומית,2.0,61431.0,712.3966942148761,711.4967462039045,706.2793427230048,-0.1263268089646868,-0.7332996965532877,-0.8587001514111711,→ יציבה,1.168815919432436,False,סיעוד,גמלת סיעוד,517.7004274404384,36.42626223333812,🔴 גבוה מהאשכול
באר שבע,אום בטין,רשות מקומית,,4683.0,25.19039250146456,,13.05220883534136,,,-48.18576632109835,↓ יורדת,,False,אבטלה,דמי אבטלה,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,69.71294669009959,56.28415300546448,51.70682730923694,-19.26298388207741,-8.132530120481938,-25.82894603624582,↓ יורדת,,False,הבטחת_הכנסה,הבטחת הכנסה,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,757.5757575757576,1314.285714285714,688.8888888888889,73.48571428571424,-47.58454106280192,-9.066666666666668,↓ יורדת,,False,זקנה,קצבת זקנה,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,52.19552609776305,54.26975259377495,57.44520030234316,3.973954572518042,5.85122938064112,10.05770915067967,↑ עולה,,False,ילד_נכה,גמלת ילד נכה,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,118.9215214251324,121.9400594829558,126.6282297672432,2.538260544979439,3.844651465782427,6.480499282009795,↑ עולה,,False,ילדים,קצבת ילדים,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,3.610977371208474,,,,,,,,False,מזונות,מזונות,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,4.333172845450169,,3.843689942344651,,,,,,False,ניידות,קצבת ניידות,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,31.77660086663457,32.25806451612903,32.03074951953876,1.51515151515151,-0.704676489429847,0.7997981092151502,→ יציבה,,False,נכות,נכות כללית,,,⚪ ללא סיווג
באר שבע,אום בטין,רשות מקומית,,4683.0,454.5454545454545,485.7142857142857,511.1111111111111,,5.228758169934633,,,,False,סיעוד,גמלת סיעוד,,,⚪ ללא סיווג
באר שבע,אופקים,רשות מקומית,3.0,41916.0,41.4159996022473,,16.68475311991318,,,-59.71423295308358,↓ יורדת,0.6250430190927075,False,אבטלה,דמי אבטלה,14.030651739752772,18.91645113420208,🔴 גבוה מהאשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,20.58370208322975,13.60128012048193,11.21360101284138,-33.92209008133985,-17.55481165368386,-45.52194271225152,↓ יורדת,-0.22837941110106,False,הבטחת_הכנסה,הבטחת הכנסה,12.192109103372324,-8.025749131955273,⚪ תואם אשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,889.080459770115,975.7997218358832,883.2038574872757,9.75381486712584,-9.489228401745837,-0.6609753052450101,→ יציבה,1.3537482189800605,False,זקנה,קצבת זקנה,774.3594924772294,14.056050977285201,⚪ תואם אשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,52.48314761315174,67.79219086109119,92.73666521441464,29.16944570623115,36.79549817830144,76.69798674798952,↑ עולה,3.177769978567157,False,ילד_נכה,גמלת ילד נכה,46.46122572820504,99.60012625779122,🔴 גבוה מהאשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,139.2829980855472,137.0694803902051,137.3938352896269,-1.589223182848623,0.2366353899485344,-1.356348457375975,→ יציבה,-0.2753785063171976,False,ילדים,קצבת ילדים,139.77008537842147,-1.7001134987940865,⚪ תואם אשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,1.835776664656054,1.393589488353574,1.216719152590896,-24.08719888512838,-12.6917099505133,-33.72183141793791,↓ יורדת,-1.770791505218892,False,מזונות,מזונות,1.824414348900009,-33.30905595406601,🔵 נמוך מהאשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,5.087723899189636,,5.200877946368928,,,2.224060295357521,→ יציבה,-0.611696354318976,False,ניידות,קצבת ניידות,6.35485391504391,-18.158969255660825,🔵 נמוך מהאשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,45.10765518869162,46.63547680668923,45.75818303273213,3.387056169527159,-1.881172519353914,1.442167280297018,→ יציבה,0.0764602368962714,False,נכות,נכות כללית,45.05255310094902,1.5662373899255084,⚪ תואם אשכול
באר שבע,אופקים,רשות מקומית,3.0,41916.0,402.8735632183908,406.1196105702364,397.2676131797482,0.8057235937533918,-2.179652782109932,-1.391491165083902,→ יציבה,-0.6495897303736687,False,סיעוד,גמלת סיעוד,488.8378380622278,-18.732229330991952,🔵 נמוך מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,40.18912529550828,,13.72227878358638,,,-65.85574161495859,↓ יורדת,-1.196248463964186,False,אבטלה,דמי אבטלה,17.234619908759164,-20.3795682397829,🔵 נמוך מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,9.047099472631388,7.76804263390841,7.126731884378735,-14.13775589173398,-8.255757334933753,-21.22633440764088,↓ יורדת,-0.5013411392695097,False,הבטחת_הכנסה,הבטחת הכנסה,9.22919537284666,-22.780571908290188,🔵 נמוך מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,907.6455877098963,963.956269217629,906.4841968067775,6.204038478257979,-5.9621037018097605,-0.1279564313257029,→ יציבה,0.40533774007801193,False,זקנה,קצבת זקנה,888.2421488041273,2.053724654612501,⚪ תואם אשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,51.52807391613362,70.17389776919023,72.79164148173733,36.185757463794,3.730366697254222,41.26598560662678,↑ עולה,0.8014531420752989,False,ילד_נכה,גמלת ילד נכה,62.38142966390599,16.687998133288545,🔴 גבוה מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,129.0862290862291,128.8405870702351,128.4296700570578,-0.1902929675247479,-0.3189344464514954,-0.5086205041536321,→ יציבה,0.9548732117050832,False,ילדים,קצבת ילדים,122.81418938258024,4.572338670888173,⚪ תואם אשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,1.106821106821107,0.9903001371184804,1.091540560654924,-10.52753412313264,10.22320605054419,-1.380579578037648,→ יציבה,-0.50430089180862,False,מזונות,מזונות,1.3242574099594862,-17.57338471767976,🔵 נמוך מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,5.456885456885457,,6.003473083602084,,,10.01647608393441,↑ עולה,0.3991326973996662,False,ניידות,קצבת ניידות,5.547561856616933,8.218227011589903,⚪ תואם אשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,43.42342342342342,45.60459092986643,45.34854874720913,5.023020606123946,-0.5614394898335147,4.433379895025176,→ יציבה,0.7110161794308258,False,נכות,נכות כללית,38.547416775183336,17.643547975449117,🔴 גבוה מהאשכול
רמת גן,אור יהודה,רשות מקומית,6.0,40310.0,328.3315469810647,342.5008541168432,356.3049853372434,4.315548495434612,4.030393225148274,8.519875294770872,↑ עולה,0.8616631371609067,False,סיעוד,גמלת סיעוד,282.5759838768315,26.091743696289736,🔴 גבוה מהאשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,40.9678965021562,,25.38511607724018,,,-38.03656461614005,↓ יורדת,1.903415410695457,False,אבטלה,דמי אבטלה,18.30485745969168,38.67967086408415,🔴 גבוה מהאשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,14.93371665868072,10.53496712492528,7.883127214869457,-29.45515596881585,-25.17179103275685,-47.21255669272977,↓ יורדת,-1.028844575933022,False,הבטחת_הכנסה,הבטחת הכנסה,12.754756285957944,-38.194607265462174,🔵 נמוך מהאשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,913.8075313807531,973.6154649947754,913.3250311332504,6.544915812157205,-6.192427711884027,-0.052801080198324954,→ יציבה,0.6577484863579005,False,זקנה,קצבת זקנה,886.0915108248973,3.073443315465271,⚪ תואם אשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,46.94907478207677,50.76945203509277,59.06003050048523,8.137279106668277,16.32985611044584,25.79594118653841,↑ עולה,-0.3602108437062706,False,ילד_נכה,גמלת ילד נכה,71.24979914008874,-17.1084954438067,🔵 נמוך מהאשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,133.5335158526892,134.781709083385,136.060666533626,0.9347415311619331,0.9489102482368542,1.892521637582509,→ יציבה,0.9167365873951344,False,ילדים,קצבת ילדים,125.8373080020862,8.124266716966266,⚪ תואם אשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,2.119579616709353,1.738050900062073,1.596487727000599,-18.00020691082146,-8.144938278644103,-24.67903944655092,↓ יורדת,-0.1522115288905047,False,מזונות,מזונות,1.69926737868522,-6.048468473757493,⚪ תואם אשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,6.005475580676499,,6.34603871482738,,,5.670877011750627,↑ עולה,-0.2802647003914148,False,ניידות,קצבת ניידות,6.799729239352774,-6.672185149663087,⚪ תואם אשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,38.81480173099002,39.93378853714049,41.10955897026541,2.882886827313251,2.944299742638736,5.912067399389136,↑ עולה,-0.4984076049074401,False,נכות,נכות כללית,47.85880681899626,-14.102415620716885,⚪ תואם אשכול
חדרה,אור עקיבא,רשות מקומית,5.0,25055.0,354.2538354253835,355.2769070010449,353.6737235367373,0.2887961888776445,-0.4512489927477624,-0.1637559937635222,→ יציבה,0.1607551808713214,False,סיעוד,גמלת סיעוד,339.3828188998928,4.210850945009057,⚪ תואם אשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,33.62797847809377,,15.95644828233528,,,-52.55008179355842,↓ יורדת,-0.4727191065901634,False,אבטלה,דמי אבטלה,16.679952635173898,-4.3375683892106816,⚪ תואם אשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,,,,,,,,,False,הבטחת_הכנסה,הבטחת הכנסה,2.278639407417711,,⚪ ללא סיווג
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,876.1238761238761,923.2209737827716,911.6071428571429,5.375620838831739,-1.2579687047232697,4.050028506271382,→ יציבה,0.9626499412049694,False,זקנה,קצבת זקנה,893.8575585421386,1.9857285028672222,⚪ תואם אשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,33.58925143953935,34.91852344529431,40.30576789437109,3.957432657133333,15.42804196035606,19.99602898838476,↑ עולה,-1.300276484109825,False,ילד_נכה,גמלת ילד נכה,51.81203745751874,-22.20771490135236,🔵 נמוך מהאשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,134.6050798413889,132.7680583878931,130.7238605898123,-1.364748979503942,-1.539675900138909,-2.883412168508038,→ יציבה,-0.196904714823617,False,ילדים,קצבת ילדים,132.22136427023833,-1.1325731576671594,⚪ תואם אשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,,,,,,,,,False,מזונות,מזונות,0.3524140952742657,,⚪ ללא סיווג
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,5.787161075983281,,5.576407506702413,,,-3.641743620295891,→ יציבה,0.6381257890749579,False,ניידות,קצבת ניידות,5.096617522961054,9.41389032196021,⚪ תואם אשכול
פתח תקוה,אורנית,רשות מקומית,8.0,9325.0,17.2543135783946,19.74884619512719,21.23324396782842,14.45744338306321,7.516377200139862,23.06049656137077,↑ עולה,-0.8346371957695395,False,נכות,נכות כללית,25.964420538632925,-18.221768376324444,🔵 נמוך מהאשכול
